관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
대전광역시 대덕구청,,대전광역시 대덕구 법동 189-1,어린이보호,1,240,,30,Oct.09,042-608-6097,36.3699882,127.4332648,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 선비마을로23번길 51,대전광역시 대덕구 송촌동 496-1,어린이보호,3,130,,30,Aug.18,042-608-6097,36.3647913,127.4451405,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리북로31번길 41,대전광역시 대덕구 중리동 373-1,어린이보호,1,130,,30,Oct.09,042-608-6097,36.3648907,127.4267598,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동심1길 91,대전광역시 대덕구 대화동 30-55,어린이보호,1,240,,30,Oct.09,042-608-6097,36.3636996,127.4127991,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로1009번길 112,대전광역시 대덕구 대화동 254-44,어린이보호,1,240,,30,Oct.09,042-608-6097,36.363157,127.4092367,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로78번길 99,대전광역시 대덕구 오정동 93-32,어린이보호,2,130,,30,Aug.18,042-608-6097,36.3564862,127.4137062,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로100번길 79,대전광역시 대덕구 오정동 67-27,어린이보호,2,240,,30,Aug.18,042-608-6097,36.3572433,127.4110685,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로37번길 39,대전광역시 대덕구 오정동 347-1,어린이보호,1,130,,30,Oct.09,042-608-6097,36.3492143,127.4113325,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정동 233-8,대전광역시 대덕구 오정동 233-8,어린이보호,1,240,,30,Oct.09,042-608-6097,36.3501054,127.4205511,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대청로64번길 11,대전광역시 대덕구 신탄진동 22-1,어린이보호,1,130,,30,Oct.09,042-608-6097,36.4531107,127.4353414,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 석봉북로 9,대전광역시 대덕구 석봉동 306-33,어린이보호,1,240,,30,Oct.09,042-608-6097,36.4481722,127.4249247,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로762번길 73,대전광역시 대덕구 신탄진동 168-27,어린이보호,1,240,,30,Oct.09,042-608-6097,36.4461385,127.4337921,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로778번길 84,대전광역시 대덕구 신탄진동 164-1,어린이보호,1,240,,30,Oct.09,042-608-6097,36.4474566,127.4341584,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 덕암로137번길 37,대전광역시 대덕구 덕암동 109-1,어린이보호,1,130,,30,Oct.09,042-608-6097,36.4336402,127.4191563,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대덕대로1486번길 137,대전광역시 대덕구 목상동 859-1,어린이보호,1,240,,30,Oct.09,042-608-6097,36.4459802,127.4116254,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 목상동 224,어린이보호,1,130,,30,Oct.09,042-608-6097,36.4458789,127.4145785,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 아리랑로113번길 13,대전광역시 대덕구 읍내동 493,생활방범,1,240,,30,Sep.09,042-608-6097,36.3752902,127.4180831,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래동로15번길 32,대전광역시 대덕구 비래동 127-16,생활방범,1,240,,30,Sep.09,042-608-6097,36.3560296,127.4481296,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동춘당로23번길 56-15,대전광역시 대덕구 송촌동 221-50,생활방범,1,240,,30,Sep.09,042-608-6097,36.3590804,127.4439812,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로1283번길 80,대전광역시 대덕구 송촌동 241-1,생활방범,1,130,,30,Sep.09,042-608-6097,36.3570125,127.4411636,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동춘당로 175,대전광역시 대덕구 법동 193-1,생활방범,2,240,,30,Dec.17,042-608-6097,36.3672522,127.4319127,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로218번길 25,대전광역시 대덕구 와동 367-10,생활방범,2,130,,30,Dec.17,042-608-6097,36.4001616,127.4241777,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌남로 40,대전광역시 대덕구 송촌동 291-7,생활방범,1,130,,30,Feb.09,042-608-6097,36.3550972,127.4420178,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 법동 산23-1,생활방범,1,130,,30,Feb.09,042-608-6097,36.3702812,127.4238347,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 쌍청당로 45,대전광역시 대덕구 법동 196-2,생활방범,1,130,,30,Feb.09,042-608-6097,36.3652736,127.4344864,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대전로1019번길 46,대전광역시 대덕구 오정동 497-10,생활방범,1,240,,30,Sep.09,042-608-6097,36.3449786,127.4165129,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한남로17번길 12,대전광역시 대덕구 오정동 223-194,생활방범,1,130,,30,Sep.09,042-608-6097,36.3506786,127.4260365,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로1129번길 112,대전광역시 대덕구 중리동 377-20,생활방범,1,130,,30,Sep.09,042-608-6097,36.3638647,127.4236685,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한남로17번길 47-18,대전광역시 대덕구 오정동 223-314,생활방범,1,240,,30,Sep.09,042-608-6097,36.3490481,127.4242262,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동로 40,대전광역시 대덕구 중리동 155-10,생활방범,1,240,,30,Sep.09,042-608-6097,36.3626954,127.4293429,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로90번길 42,대전광역시 대덕구 오정동 90-1,생활방범,1,130,,30,Feb.09,042-608-6097,36.3553175,127.4103223,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로63번길 14,대전광역시 대덕구 오정동 324-12,생활방범,2,130,,30,Dec.17,042-608-6097,36.351824,127.4100513,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로38번안길 9,대전광역시 대덕구 오정동 381-14,생활방범,1,240,,30,Feb.09,042-608-6097,36.351004,127.4137703,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족로574번길 16,대전광역시 대덕구 중리동 109-1,생활방범,1,240,,30,Feb.09,042-608-6097,36.362982,127.4322296,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동로4번길 17,대전광역시 대덕구 중리동 185-10,생활방범,1,240,,30,Feb.09,042-608-6097,36.3594511,127.430918,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동로27번길 20,대전광역시 대덕구 중리동 170-9,생활방범,1,130,,30,Feb.09,042-608-6097,36.3614731,127.4285816,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족로505번길 67,대전광역시 대덕구 중리동 246-6,생활방범,2,130,,30,Dec.17,042-608-6097,36.3567207,127.4290227,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진동로8번길 29,대전광역시 대덕구 신탄진동 171-1,생활방범,1,130,,30,Sep.09,042-608-6097,36.4462287,127.4307509,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진북로 17,대전광역시 대덕구 신탄진동 134-4,생활방범,1,130,,30,Sep.09,042-608-6097,36.450066,127.4354324,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 석봉로43번길 6,대전광역시 대덕구 석봉동 186-15,생활방범,1,130,,30,Sep.09,042-608-6097,36.4474117,127.4266857,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 덕암동 22-4,대전광역시 대덕구 덕암동 22-4,생활방범,1,130,,30,Sep.09,042-608-6097,36.4440107,127.4220433,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진동로7번길 24,대전광역시 대덕구 신탄진동 153-1,생활방범,1,130,,30,Sep.09,042-608-6097,36.448605,127.4301175,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 석봉북로23번길 18,대전광역시 대덕구 석봉동 305-35,생활방범,1,130,,30,Feb.09,042-608-6097,36.4494668,127.424028,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 덕암로174번길 20,대전광역시 대덕구 평촌동 225-64,생활방범,1,130,,30,Feb.09,042-608-6097,36.435902,127.4234643,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 덕암북로10번길 28,대전광역시 대덕구 덕암동 1-21,생활방범,1,130,,30,Feb.09,042-608-6097,36.4466617,127.4204518,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 평촌동 102-11,생활방범,1,130,,30,Sep.09,042-608-6097,36.4379397,127.4320535,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 157-11,대전광역시 대덕구 송촌동 157-11,생활방범,2,200,,30,May.09,042-608-6097,36.3614172,127.4377143,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 157-11,대전광역시 대덕구 송촌동 157-11,생활방범,2,200,,30,May.09,042-608-6097,36.3610586,127.4375426,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 157-11,대전광역시 대덕구 송촌동 157-11,생활방범,2,200,,30,May.09,042-608-6097,36.3605446,127.4374246,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래동 2-1,대전광역시 대덕구 비래동 2-1,차량방범,2,200,,30,Sep.09,042-608-6097,36.3569452,127.460627,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로 856,대전광역시 대덕구 신탄진동 116-5,차량방범,3,200,,30,Jun.12,042-608-6097,36.453945,127.4287968,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진동 39-4,대전광역시 대덕구 신탄진동 39-4,차량방범,1,200,,30,Sep.09,042-608-6097,36.4532177,127.4385238,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대전로1177번길 41,대전광역시 대덕구 오정동 63-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3592824,127.4131012,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로99번길 18,대전광역시 대덕구 오정동 297-16,생활방범,1,130,,30,Oct.10,042-608-6097,36.3540875,127.4071378,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대전로1112번길 20-1,대전광역시 대덕구 오정동 425-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3544849,127.4159848,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한남로149번길 28,대전광역시 대덕구 오정동 496-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.346122,127.4142869,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로78번길 62,대전광역시 대덕구 오정동 101-7,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3552355,127.4122803,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로 1003번길 34,대전광역시 대덕구 오정동 657,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3596876,127.4091124,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 오정로76번길 63,대전광역시 대덕구 오정동 274-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3539723,127.4131158,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한남로150번길 16,대전광역시 대덕구 오정동 315-10,어린이보호,2,130,,30,Jul.16,042-608-6097,36.3475578,127.4133639,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한남로114번길 53,대전광역시 대덕구 오정동 439-3,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3514602,127.416303,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대전로1066번길 47,대전광역시 대덕구 오정동 442-6,어린이보호,2,130,,30,Aug.18,042-608-6097,36.3507257,127.4179647,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대전로1032번길 31,대전광역시 대덕구 오정동 467-12,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3479421,127.4185245,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 옛신탄진로 195,대전광역시 대덕구 오정동 404-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.356764,127.4162089,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대오길 21,대전광역시 대덕구 대화동 31-40,어린이보호,2,130,,30,Dec.17,042-608-6097,36.3628019,127.415625,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 늘봄1길 53,대전광역시 대덕구 대화동 35-480,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3652273,127.4115413,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대화2길 1,대전광역시 대덕구 대화동 35-707,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3664478,127.4150127,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동심9길 4,대전광역시 대덕구 대화동 240,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3642318,127.4116191,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족로521번길 79,대전광역시 대덕구 중리동 250-3,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3582512,127.4289531,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동 30-1,대전광역시 대덕구 중리동 30-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3595005,127.4332944,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동로40번길 25,대전광역시 대덕구 중리동 152-9,생활방범,1,130,,30,Oct.10,042-608-6097,36.3629521,127.4307074,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로1117번길 11,대전광역시 대덕구 중리동 407-4,생활방범,1,130,,30,Oct.10,042-608-6097,36.3596089,127.4226326,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족산로25번길 51,대전광역시 대덕구 중리동 102-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3642917,127.4335854,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리남로8번길 121-4,대전광역시 대덕구 중리동 131-10,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3666214,127.4289576,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동로 74,대전광역시 대덕구 중리동 137-9,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3655629,127.4285438,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동 144-2,대전광역시 대덕구 중리동 144-2,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3643702,127.4298674,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리서로3번길 24,대전광역시 대덕구 중리동 441-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3598949,127.4202484,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동 201-6,대전광역시 대덕구 중리동 201-6,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3594361,127.428015,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로1129번길 148,대전광역시 대덕구 중리동 366-17,어린이보호,3,130,,30,Aug.18,042-608-6097,36.3657022,127.423786,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리동로55번길 20,대전광역시 대덕구 중리동 388-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3638962,127.4274181,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 한밭대로1111번길 58,대전광역시 대덕구 중리동 398-14,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3608536,127.4219778,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리로21번길 40-7,대전광역시 대덕구 중리동 398-30,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3610883,127.4230077,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족산로43번길 58,대전광역시 대덕구 중리동 494-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3650014,127.4354756,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리로 82,대전광역시 대덕구 중리동 369-16,생활방범,1,130,,30,Oct.10,042-608-6097,36.3663354,127.4251385,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리로43번길 50-17,대전광역시 대덕구 중리동 381-22,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3636416,127.4226476,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 중리로31번길 6-11,대전광역시 대덕구 중리동 391-18,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3623351,127.4247595,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래동로40번길 1,대전광역시 대덕구 비래동 136-12,생활방범,1,130,,30,Oct.10,042-608-6097,36.3572928,127.4510247,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 우암로412번길 45,대전광역시 대덕구 비래동 149-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3566314,127.4556501,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 우암로491번길 23,대전광역시 대덕구 비래동 109-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3586406,127.4474667,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신상로 12,대전광역시 대덕구 비래동 47,어린이보호,3,130,,30,Aug.18,042-608-6097,36.3547472,127.4556929,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 우암로492번길 54,대전광역시 대덕구 비래동 115-2,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3611731,127.4507369,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래동로31번길 36,대전광역시 대덕구 비래동 119-7,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3573113,127.4488462,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래동로7번길 60,대전광역시 대덕구 비래동 122-3,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3559816,127.4461327,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 우암로442번길 23,대전광역시 대덕구 비래동 134-8,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3584306,127.4540375,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 우암로450번길 22,대전광역시 대덕구 비래동 135-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3587079,127.4528251,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래서로81번길 25,대전광역시 대덕구 비래동 145-22,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3554284,127.4539324,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동서대로1770번길 20,대전광역시 대덕구 비래동 558-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3533299,127.4445343,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 비래동로16번길 35,대전광역시 대덕구 비래동 143-27,생활방범,1,130,,30,Oct.10,042-608-6097,36.3547334,127.4516181,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌북로16번길 20,대전광역시 대덕구 송촌동 467-7,생활방범,2,130,,30,Dec.17,042-608-6097,36.364045,127.4378076,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 475-1,대전광역시 대덕구 송촌동 475-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3644057,127.4393475,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동춘당로15번길 15,대전광역시 대덕구 송촌동 556-14,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3601779,127.446257,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동춘당로3번길26,대전광역시 대덕구 송촌동 559-4,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3592222,127.4465608,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 선비마을로 165,대전광역시 대덕구 송촌동 441,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3689321,127.4355147,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌남로33번길 32,대전광역시 대덕구 송촌동 243-27,어린이보호,2,130,,30,Dec.17,042-608-6097,36.3544631,127.4403192,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 488-1,대전광역시 대덕구 송촌동 488-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3621226,127.4392576,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 동춘당로31번길 87,대전광역시 대덕구 송촌동 220-32,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3587696,127.4432646,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 505-1,대전광역시 대덕구 송촌동 505-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3626673,127.4459794,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌동 224-5,대전광역시 대덕구 송촌동 224-5,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3575717,127.440103,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 송촌로 20-1,대전광역시 대덕구 송촌동 222-54,생활방범,1,130,,30,Oct.10,042-608-6097,36.3570493,127.4429597,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 선비마을로 24,대전광역시 대덕구 송촌동 548-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3630764,127.4473184,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 법동 205-5,생활방범,1,130,,30,Oct.10,042-608-6097,36.3651339,127.4316283,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족산로5번길 89,대전광역시 대덕구 법동 203-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3659364,127.4308636,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 법동 280-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3720653,127.424822,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로162번길 57,대전광역시 대덕구 연축동 102-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.3941675,127.4250064,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 와동 39,생활방범,1,130,,30,Oct.10,042-608-6097,36.398102,127.426571,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대전로1397번길 12,대전광역시 대덕구 읍내동 222-5,생활방범,1,130,,30,Oct.10,042-608-6097,36.3785683,127.4210453,2019.3.31
대전광역시 대덕구청,,대전광역시 대덕구 신대동 228-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3984769,127.4201742,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로218번길 42,대전광역시 대덕구 와동 368,어린이보호,1,130,,30,Oct.10,042-608-6097,36.4011356,127.4240201,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 와동 355-2,대전광역시 대덕구 와동 355-2,어린이보호,2,130,,30,Aug.18,042-608-6097,36.4027129,127.4239565,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 계족로741번길 50,대전광역시 대덕구 읍내동 290-1,어린이보호,1,130,,30,Oct.10,042-608-6097,36.3776992,127.4244261,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 장동로 262,대전광역시 대덕구 장동 326-6,어린이보호,1,130,,30,Oct.10,042-608-6097,36.4162476,127.4408535,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로810번길 23,대전광역시 대덕구 신탄진동 140-29,생활방범,1,130,,30,Oct.10,042-608-6097,36.4500213,127.4303409,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진동로7번길 67,대전광역시 대덕구 신탄진동 144-29,생활방범,1,130,,30,Oct.10,042-608-6097,36.4505503,127.4295387,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로756번길 51,대전광역시 대덕구 신탄진동 172-14,생활방범,1,130,,30,Oct.10,042-608-6097,36.4452545,127.4325696,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 신탄진로738번길 47,대전광역시 대덕구 신탄진동 247-1,생활방범,1,130,,30,Oct.10,042-608-6097,36.4416344,127.4301927,2019.3.31
대전광역시 대덕구청,대전광역시 대덕구 대청로64번길 41,대전광역시 대덕구 신탄진동 22-2,어린이보호,1,130,,30,Oct.10,042-608-6097,36.4502563,127.4378671,2019.3.31
