관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
유성구청,,대전광역시 유성구 하기동 515,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.388417,127.320529,2020.3.3
유성구청,,대전광역시 유성구 반석동 676,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.392348,127.311465,2020.3.3
유성구청,대전광역시 유성구 노은서로 238 (지족동),대전광역시 유성구 지족동 850,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.38080752,127.3173668,2020.3.3
유성구청,대전광역시 유성구 신성남로95번길 57 (신성동),대전광역시 유성구 신성동 210-15,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.388058,127.34997,2020.3.3
유성구청,대전광역시 유성구 대덕대로556번길 95 (도룡동),대전광역시 유성구 도룡동 395-5,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.385405,127.380087,2020.3.3
유성구청,대전광역시 유성구 엑스포로466번길 42 (전민동),대전광역시 유성구 전민동 468,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.39876048,127.4071485,2020.3.3
유성구청,대전광역시 유성구 전민로 41 (문지동),대전광역시 유성구 문지동 285-9,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.39605089,127.3993449,2020.3.3
유성구청,대전광역시 유성구 봉산로16번길 28 (봉산동),대전광역시 유성구 봉산동 273-14,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.435848,127.388955,2020.3.3
유성구청,대전광역시 유성구 와룡로 40 (송강동),대전광역시 유성구 송강동 169-3,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.429973,127.382143,2020.3.3
유성구청,대전광역시 유성구 배울2로 8 (관평동),대전광역시 유성구 관평동 663,생활방범,1,200,360°,30,Aug.09,042-611-2114,36.42190652,127.3841475,2020.3.3
유성구청,,대전광역시 유성구 갑동 395-22,차량방범,3,200,45°,30,Jul.09,042-611-2114,36.360266,127.290209,2020.3.3
유성구청,,대전광역시 유성구 덕진동 56-6,차량방범,4,200,45°,30,Jul.09,042-611-2114,36.417858,127.378124,2020.3.3
유성구청,대전광역시 유성구 유성대로730번길 24 (장대동),대전광역시 유성구 장대동 191-7,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.357778,127.33392,2020.3.3
유성구청,대전광역시 유성구 유성대로783번길 13 (장대동),대전광역시 유성구 장대동 330-6,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.362124,127.335956,2020.3.3
유성구청,대전광역시 유성구 월드컵대로51번길 52 (장대동),대전광역시 유성구 장대동 227-20,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.36098,127.329614,2020.3.3
유성구청,대전광역시 유성구 현충원로443번길 20 (구암동),대전광역시 유성구 구암동 424-20,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.360487,127.320414,2020.3.3
유성구청,,대전광역시 유성구 구암동 35-11,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.348826,127.330219,2020.3.3
유성구청,대전광역시 유성구 계룡로38번길 18 (봉명동),대전광역시 유성구 봉명동 565-8,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.354655,127.334816,2020.3.3
유성구청,대전광역시 유성구 계룡로16번길 83 (구암동),대전광역시 유성구 구암동 603-1,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.352877,127.331043,2020.3.3
유성구청,,대전광역시 유성구 봉명동 15-2,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.359972,127.354393,2020.3.3
유성구청,대전광역시 유성구 봉산로20번길 47 (봉산동),대전광역시 유성구 봉산동 218-1,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.43696,127.389583,2020.3.3
유성구청,대전광역시 유성구 봉산로40번길 31 (봉산동),대전광역시 유성구 봉산동 186,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.43786,127.38759,2020.3.3
유성구청,대전광역시 유성구 신성로 56 (신성동),대전광역시 유성구 신성동 208-1,생활방범,1,200,360°,30,Oct.10,042-611-2114,36.388658,127.347669,2020.3.3
유성구청,대전광역시 유성구 반석동로 30 (반석동),대전광역시 유성구 반석동 648,생활방범,2,200,360°,30,Mar.11,042-611-2114,36.390274,127.312765,2020.3.3
유성구청,,대전광역시 유성구 하기동 550,생활방범,2,200,360°,30,Mar.11,042-611-2114,36.388845,127.330936,2020.3.3
유성구청,대전광역시 유성구 노은로410번길 124 (하기동),대전광역시 유성구 하기동 558-3,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.387789,127.332238,2020.3.3
유성구청,대전광역시 유성구 노은로 237-26 (지족동),대전광역시 유성구 지족동 848-13,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.381521,127.317133,2020.3.3
유성구청,대전광역시 유성구 노은서로 231 (지족동),대전광역시 유성구 지족동 849-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.380462,127.316385,2020.3.3
유성구청,,대전광역시 유성구 하기동 579-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.389123,127.321136,2020.3.3
유성구청,,대전광역시 유성구 구암동 611-3,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.350032,127.33647,2020.3.3
유성구청,대전광역시 유성구 유성대로719번길 13 (장대동),대전광역시 유성구 장대동 210-3,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.358647,127.331461,2020.3.3
유성구청,,대전광역시 유성구 장대동 161-5,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.360384,127.332617,2020.3.3
유성구청,대전광역시 유성구 신성로 70 (신성동),대전광역시 유성구 신성동 142-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.389547,127.3487002,2020.3.3
유성구청,,대전광역시 유성구 신성동 137-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.390092,127.349496,2020.3.3
유성구청,,대전광역시 유성구 신성동 143-2,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.388657,127.35079,2020.3.3
유성구청,대전광역시 유성구 전민로 70 (전민동),대전광역시 유성구 전민동 303-13,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.39901,127.400492,2020.3.3
유성구청,대전광역시 유성구 궁동로 36 (궁동),대전광역시 유성구 궁동 396-2,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.363311,127.3486989,2020.3.3
유성구청,대전광역시 유성구 궁동로 18 (궁동),대전광역시 유성구 궁동 395-16,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.362891,127.347583,2020.3.3
유성구청,대전광역시 유성구 농대로 56 (어은동),대전광역시 유성구 어은동 96,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.36600427,127.3529139,2020.3.3
유성구청,대전광역시 유성구 농대로 25 (궁동),대전광역시 유성구 궁동 1-28,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.362883,127.352864,2020.3.3
유성구청,대전광역시 유성구 구룡달전로 34 (봉산동),대전광역시 유성구 봉산동 796-16,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.44098679,127.3827603,2020.3.3
유성구청,,대전광역시 유성구 봉산동 813-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.440425,127.383387,2020.3.3
유성구청,대전광역시 유성구 봉산로 33 (송강동),대전광역시 유성구 송강동 10-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.436294,127.38632,2020.3.3
유성구청,대전광역시 유성구 송강로 28 (송강동),대전광역시 유성구 송강동 195-11,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.43310072,127.3847245,2020.3.3
유성구청,대전광역시 유성구 송강로42번길 6 (송강동),대전광역시 유성구 송강동 196,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.4341525,127.3838465,2020.3.3
유성구청,대전광역시 유성구 구즉로58번길 1 (송강동),대전광역시 유성구 송강동 30-8,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.434442,127.385331,2020.3.3
유성구청,대전광역시 유성구 송강로 26 (송강동),대전광역시 유성구 송강동 195-10,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.433052,127.384862,2020.3.3
유성구청,대전광역시 유성구 와룡로37번길 20 (송강동),대전광역시 유성구 송강동 157,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.429469,127.380451,2020.3.3
유성구청,,대전광역시 유성구 송정동 573,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.286878,127.266293,2020.3.3
유성구청,,대전광역시 유성구 송정동 150,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.288025,127.26528,2020.3.3
유성구청,대전광역시 유성구 진잠로141번길 33-6 (교촌동),대전광역시 유성구 교촌동 619-10,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.305208,127.316406,2020.3.3
유성구청,대전광역시 유성구 교촌로6번길 52 (교촌동),대전광역시 유성구 교촌동 635-5,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.302081,127.314908,2020.3.3
유성구청,,대전광역시 유성구 교촌동 627-9,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.304306,127.316225,2020.3.3
유성구청,대전광역시 유성구 진잠로59번길 43-3 (원내동),대전광역시 유성구 원내동 64-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.29866,127.315472,2020.3.3
유성구청,대전광역시 유성구 진잠로78번길 6 (원내동),대전광역시 유성구 원내동 296-2,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.298584,127.316453,2020.3.3
유성구청,,대전광역시 유성구 원내동 61-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.299851,127.314204,2020.3.3
유성구청,대전광역시 유성구 진잠옛로 166 (학하동),대전광역시 유성구 학하동 360-2,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.334189,127.312667,2020.3.3
유성구청,,대전광역시 유성구 학하동 581-5,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.334982,127.312682,2020.3.3
유성구청,대전광역시 유성구 진잠로102번길 50 (원내동),대전광역시 유성구 원내동 206-5,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.300685,127.318238,2020.3.3
유성구청,대전광역시 유성구 계백로 835 (원내동),대전광역시 유성구 원내동 358,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.29541042,127.3206008,2020.3.3
유성구청,대전광역시 유성구 계백로 835 (원내동),대전광역시 유성구 원내동 358,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.29541042,127.3206008,2020.3.3
유성구청,대전광역시 유성구 진잠로160번길 22 (원내동),대전광역시 유성구 원내동 85-8,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.3029,127.319355,2020.3.3
유성구청,대전광역시 유성구 원내로39번길 75 (원내동),대전광역시 유성구 원내동 87-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.302932,127.320334,2020.3.3
유성구청,대전광역시 유성구 송강로42번길 34 (송강동),대전광역시 유성구 송강동 9,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.435012,127.3841005,2020.3.3
유성구청,대전광역시 유성구 구즉로 28 (송강동),대전광역시 유성구 송강동 200-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.43164636,127.3841285,2020.3.3
유성구청,대전광역시 유성구 봉산로32번길 2 (봉산동),대전광역시 유성구 봉산동 204-8,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.436425,127.387144,2020.3.3
유성구청,대전광역시 유성구 봉산로16번길 7-5 (봉산동),대전광역시 유성구 봉산동 233-3,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.435436,127.387698,2020.3.3
유성구청,대전광역시 유성구 유성대로626번길 20 (구암동),대전광역시 유성구 구암동 628-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.349662,127.328251,2020.3.3
유성구청,대전광역시 유성구 유성대로729번길 40 (장대동),대전광역시 유성구 장대동 263-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.360001,127.331851,2020.3.3
유성구청,대전광역시 유성구 계룡로26번길 18 (구암동),대전광역시 유성구 구암동 588-9,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.355106,127.333196,2020.3.3
유성구청,대전광역시 유성구 월드컵대로289번길 39 (구암동),대전광역시 유성구 구암동 618-5,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.350427,127.332913,2020.3.3
유성구청,대전광역시 유성구 계룡로88번길 73 (봉명동),대전광역시 유성구 봉명동 558-17,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.350741,127.339216,2020.3.3
유성구청,대전광역시 유성구 도안대로589번길 35 (봉명동),대전광역시 유성구 봉명동 451,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.353119,127.338973,2020.3.3
유성구청,,대전광역시 유성구 장대동 286-7,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.357456,127.339338,2020.3.3
유성구청,대전광역시 유성구 유성대로741번길 2 (장대동),대전광역시 유성구 장대동 269-11,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.35946,127.333471,2020.3.3
유성구청,대전광역시 유성구 장대로80번길 78 (장대동),대전광역시 유성구 장대동 324-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.36488,127.334049,2020.3.3
유성구청,대전광역시 유성구 신성남로 91-7 (신성동),대전광역시 유성구 신성동 150-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.388793,127.352628,2020.3.3
유성구청,대전광역시 유성구 유성대로1665번길 8-25 (전민동),대전광역시 유성구 전민동 265,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.400149,127.395845,2020.3.3
유성구청,,대전광역시 유성구 어은동 108,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.362663,127.355351,2020.3.3
유성구청,대전광역시 유성구 궁동로14번길 26 (궁동),대전광역시 유성구 궁동 414-8,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.362329,127.348713,2020.3.3
유성구청,대전광역시 유성구 대학로179번길 15-13 (궁동),대전광역시 유성구 궁동 430-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.361275,127.352098,2020.3.3
유성구청,대전광역시 유성구 대학로155번길 70 (궁동),대전광역시 유성구 궁동 401-1,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.363945,127.350816,2020.3.3
유성구청,대전광역시 유성구 신성남로 35 (신성동),대전광역시 유성구 신성동 253-38,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.386674,127.349034,2020.3.3
유성구청,대전광역시 유성구 신성로 65 (신성동),대전광역시 유성구 신성동 141-4,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.389768,127.347972,2020.3.3
유성구청,대전광역시 유성구 신성로72번안길 42 (신성동),대전광역시 유성구 신성동 129,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.3908,127.350482,2020.3.3
유성구청,대전광역시 유성구 구즉로48번길 1 (송강동),대전광역시 유성구 송강동 184,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.433335,127.385718,2020.3.3
유성구청,대전광역시 유성구 구즉로57번길 8-32 (송강동),대전광역시 유성구 송강동 24-10,생활방범,1,200,360°,30,Mar.11,042-611-2114,36.435526,127.385824,2020.3.3
유성구청,대전광역시 유성구 노은동로87번길 20-4 (노은동),대전광역시 유성구 노은동 539-6,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.36859924,127.3224474,2020.3.3
유성구청,대전광역시 유성구 노은동로99번길 35 (노은동),대전광역시 유성구 노은동 540,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.369204,127.320807,2020.3.3
유성구청,대전광역시 유성구 노은동로87번길 49 (노은동),대전광역시 유성구 노은동 535-1,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.368328,127.320592,2020.3.3
유성구청,"대전광역시 유성구 송림로 20 (하기동, 송림마을아파트2단지)",대전광역시 유성구 하기동 516,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.38743,127.319679,2020.3.3
유성구청,대전광역시 유성구 북유성대로 228 (하기동),대전광역시 유성구 하기동 517,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.386203,127.319545,2020.3.3
유성구청,,대전광역시 유성구 하기동 515,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.388417,127.320529,2020.3.3
유성구청,,대전광역시 유성구 반석동 615,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.393365,127.309639,2020.3.3
유성구청,,대전광역시 유성구 노은동 509-7,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.368267,127.316157,2020.3.3
유성구청,,대전광역시 유성구 노은동 556-1,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.364849,127.315808,2020.3.3
유성구청,대전광역시 유성구 노은서로 61 (노은동),대전광역시 유성구 노은동 564-5,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.366066,127.312577,2020.3.3
유성구청,대전광역시 유성구 유성대로626번길 20 (구암동),대전광역시 유성구 구암동 628-1,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.349662,127.328251,2020.3.3
유성구청,,대전광역시 유성구 장대동 345,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.363146,127.339881,2020.3.3
유성구청,대전광역시 유성구 전민로18번길 22 (전민동),대전광역시 유성구 전민동 369-1,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.397744,127.4032015,2020.3.3
유성구청,,대전광역시 유성구 도룡동 398,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.383854,127.378171,2020.3.3
유성구청,대전광역시 유성구 신성로58번길 40 (신성동),대전광역시 유성구 신성동 253-15,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.387239,127.348595,2020.3.3
유성구청,대전광역시 유성구 신성남로 27 (신성동),대전광역시 유성구 신성동 206,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.386452,127.348055,2020.3.3
유성구청,대전광역시 유성구 송강로42번길 34 (송강동),대전광역시 유성구 송강동 9,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.435012,127.3841005,2020.3.3
유성구청,대전광역시 유성구 관들3길 46 (관평동),대전광역시 유성구 관평동 1007,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.423132,127.390839,2020.3.3
유성구청,대전광역시 유성구 관들3길 37 (관평동),대전광역시 유성구 관평동 1002,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.423103,127.390404,2020.3.3
유성구청,대전광역시 유성구 관평2로 43 (관평동),대전광역시 유성구 관평동 1281,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.42280126,127.3894685,2020.3.3
유성구청,대전광역시 유성구 관들1길 1 (관평동),대전광역시 유성구 관평동 884,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.425522,127.387553,2020.3.3
유성구청,,대전광역시 유성구 관평동 894,생활방범,2,200,360°,30,Nov.11,042-611-2114,36.424191,127.386292,2020.3.3
유성구청,대전광역시 유성구 테크노4로 132 (관평동),대전광역시 유성구 관평동 900,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.42494086,127.3877352,2020.3.3
유성구청,대전광역시 유성구 테크노중앙로 88 (관평동),대전광역시 유성구 관평동 771,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.424393,127.394097,2020.3.3
유성구청,대전광역시 유성구 테크노중앙로 88 (관평동),대전광역시 유성구 관평동 771,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.424393,127.394097,2020.3.3
유성구청,대전광역시 유성구 진잠로 172 (원내동),대전광역시 유성구 원내동 81,생활방범,1,200,360°,30,Nov.11,042-611-2114,36.303772,127.320505,2020.3.3
유성구청,대전광역시 유성구 노은동로 165 (지족동),대전광역시 유성구 지족동 915,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.375394,127.322169,2020.3.3
유성구청,,대전광역시 유성구 덕명동 93-1,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.361282,127.302,2020.3.3
유성구청,대전광역시 유성구 장대로71번길 12 (장대동),대전광역시 유성구 장대동 155,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.36259084,127.3327358,2020.3.3
유성구청,대전광역시 유성구 엑스포로97번길 100 (도룡동),대전광역시 유성구 도룡동 4,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.378714,127.3914509,2020.3.3
유성구청,"대전광역시 유성구 대덕대로604번길 26 (도룡동, 대륙빌리지)",대전광역시 유성구 도룡동 385-3,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.386676,127.380133,2020.3.3
유성구청,대전광역시 유성구 엑스포로466번길 42 (전민동),대전광역시 유성구 전민동 468,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.39876048,127.4071485,2020.3.3
유성구청,,대전광역시 유성구 봉산동 305-9,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.438119,127.381877,2020.3.3
유성구청,,대전광역시 유성구 관평동 1282,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.421799,127.389076,2020.3.3
유성구청,대전광역시 유성구 용계로135번길 176 (용계동),대전광역시 유성구 용계동 332-6,생활방범,1,200,360°,30,Aug.11,042-611-2114,36.322378,127.319687,2020.3.3
유성구청,,대전광역시 유성구 용계동 402-27,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.324052,127.312934,2020.3.3
유성구청,,대전광역시 유성구 방동 11-7,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.285303,127.31078,2020.3.3
유성구청,대전광역시 유성구 유성대로710번길 56 (봉명동),대전광역시 유성구 봉명동 562-2,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.356304,127.334646,2020.3.3
유성구청,대전광역시 유성구 유성대로680번길 134 (봉명동),대전광역시 유성구 봉명동 463-4,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.352293,127.337799,2020.3.3
유성구청,"대전광역시 유성구 유성대로694번길 26 (구암동, 세원아파트)",대전광역시 유성구 구암동 591-1,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.35490152,127.3329125,2020.3.3
유성구청,대전광역시 유성구 유성대로758번길 28 (장대동),대전광역시 유성구 장대동 279-4,생활방범,2,200,360°,30,Dec.11,042-611-2114,36.358922,127.33556,2020.3.3
유성구청,대전광역시 유성구 장대로80번길 36 (장대동),대전광역시 유성구 장대동 327-9,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.3632,127.334988,2020.3.3
유성구청,대전광역시 유성구 갑동로 12 (갑동),대전광역시 유성구 갑동 388-9,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.36146302,127.2896606,2020.3.3
유성구청,대전광역시 유성구 은구비서로 23 (지족동),대전광역시 유성구 지족동 910-16,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.374204,127.320485,2020.3.3
유성구청,대전광역시 유성구 북유성대로155번길 40-9 (지족동),대전광역시 유성구 지족동 130-3,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.380853,127.321675,2020.3.3
유성구청,대전광역시 유성구 신성남로 120 (신성동),대전광역시 유성구 신성동 217-2,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.391955,127.352323,2020.3.3
유성구청,대전광역시 유성구 신성남로 51 (신성동),대전광역시 유성구 신성동 216-5,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.386744,127.350382,2020.3.3
유성구청,대전광역시 유성구 가정로89번길 8 (신성동),대전광역시 유성구 신성동 118-23,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.385849,127.353243,2020.3.3
유성구청,대전광역시 유성구 전민로46번길 69 (전민동),대전광역시 유성구 전민동 371-11,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.396865,127.40412,2020.3.3
유성구청,대전광역시 유성구 전민로58번길 38 (전민동),대전광역시 유성구 전민동 365-2,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.397749,127.402475,2020.3.3
유성구청,대전광역시 유성구 엑스포로251번길 10-22 (원촌동),대전광역시 유성구 원촌동 71,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.380157,127.406176,2020.3.3
유성구청,대전광역시 유성구 구즉로58번길 31-11 (송강동),대전광역시 유성구 송강동 36-1,생활방범,3,200,360°,30,Dec.11,042-611-2114,36.434386,127.386781,2020.3.3
유성구청,대전광역시 유성구 구즉로54번길 25 (송강동),대전광역시 유성구 송강동 176-14,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.433566,127.386765,2020.3.3
유성구청,,대전광역시 유성구 관평동 1052,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.423974,127.391513,2020.3.3
유성구청,대전광역시 유성구 관들1길 8-2 (관평동),대전광역시 유성구 관평동 835,생활방범,1,200,360°,30,Dec.11,042-611-2114,36.425542,127.387899,2020.3.3
