관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
대전광역시 동구,대전광역시 동구 백룡로48번길 71-5(대동),,생활방범,1,200,,30,Aug.10,042-251-4175,36.3308379,127.4501301,2020.3.5
대전광역시 동구,대전광역시 동구 대전로825번길 53(중동),,생활방범,1,200,,30,Aug.10,042-251-4175,36.3314449,127.4289152,2020.3.5
대전광역시 동구,,대전광역시 동구 대 동 173-74,생활방범,1,200,,30,Aug.10,042-251-4175,36.3302017,127.4403112,2020.3.5
대전광역시 동구,대전광역시 동구 대전로448번길 11(가오동),,생활방범,1,200,,30,Aug.10,042-251-4175,36.3069381,127.4528172,2020.3.5
대전광역시 동구,대전광역시 동구 중심2길 23(판암동),,생활방범,1,200,,30,Aug.10,042-251-4175,36.3213834,127.4493027,2020.3.5
대전광역시 동구,대전광역시 동구 가양남로 13(가양동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3399999,127.4431272,2020.3.5
대전광역시 동구,대전광역시 동구 태전로161번길 23(삼성동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3417831,127.4182762,2020.3.5
대전광역시 동구,대전광역시 동구 성남로32번길 28-2(성남동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3441772,127.4303217,2020.3.5
대전광역시 동구,대전광역시 동구 계족로489번길 60(용전동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3557355,127.4293406,2020.3.5
대전광역시 동구,대전광역시 동구 동서대로1520번길 66(삼성동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.33898548,127.4243984,2020.3.5
대전광역시 동구,대전광역시 동구 대동초등1길 13(대동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3244827,127.4469769,2020.3.5
대전광역시 동구,대전광역시 동구 대전로867번길 52(삼성동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3355175,127.4275998,2020.3.5
대전광역시 동구,,대전광역시 동구 인동 148-5,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3228757,127.4415569,2020.3.5
대전광역시 동구,대전광역시 동구 비래서로62번길 47(가양동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3522549,127.4505036,2020.3.5
대전광역시 동구,대전광역시 동구 동대전로256번길 53(가양동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3455248,127.4494546,2020.3.5
대전광역시 동구,대전광역시 동구 우암로277번길 91(가양동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3494754,127.4440524,2020.3.5
대전광역시 동구,대전광역시 동구 대자양5길 23(자양동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3316458,127.4426565,2020.3.5
대전광역시 동구,대전광역시 동구 백룡로27번길 22(자양동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3361079,127.4506259,2020.3.5
대전광역시 동구,,대전광역시 동구 용운동 284-1,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3294822,127.4616566,2020.3.5
대전광역시 동구,대전광역시 동구 백룡로 123(용운동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3297552,127.4557975,2020.3.5
대전광역시 동구,대전광역시 동구 새울로 98-24(용운동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3265801,127.4629768,2020.3.5
대전광역시 동구,,대전광역시 동구 천동 30-1,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3162635,127.4462384,2020.3.5
대전광역시 동구,대전광역시 동구 신기로 123-27(가오동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3112899,127.4578802,2020.3.5
대전광역시 동구,대전광역시 동구 대전로 399(가오동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3024296,127.4555009,2020.3.5
대전광역시 동구,대전광역시 동구 산내로 1295(낭월동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.2791429,127.4684912,2020.3.5
대전광역시 동구,대전광역시 동구 옻밭2길 86(판암동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.320645,127.4492344,2020.3.5
대전광역시 동구,,대전광역시 동구 판암동 237-2,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3231682,127.4604994,2020.3.5
대전광역시 동구,대전광역시 동구 옥천로180번길 73(판암동),,어린이보호,1,200,,30,Nov.10,042-251-4175,36.3148655,127.4607724,2020.3.5
대전광역시 동구,대전광역시 동구 동산초교로34번길 32(홍도동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3481177,127.4264282,2020.3.5
대전광역시 동구,대전광역시 동구 동서대로1692번길 70(성남동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3461387,127.437648,2020.3.5
대전광역시 동구,대전광역시 동구 동서대로1622번길 41(성남동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3447254,127.4305751,2020.3.5
대전광역시 동구,대전광역시 동구 계족로463번길 38-3(용전동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3533739,127.4302388,2020.3.5
대전광역시 동구,대전광역시 동구 흥룡로 72(가양동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3504814,127.4513239,2020.3.5
대전광역시 동구,대전광역시 동구 충정로18번길 3(가양동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3484143,127.4533593,2020.3.5
대전광역시 동구,대전광역시 동구 대학로 8-18(용운동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3314915,127.4553165,2020.3.5
대전광역시 동구,,대전광역시 동구 판암동 512-2,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3202208,127.4557321,2020.3.5
대전광역시 동구,대전광역시 동구 동중앙로 93(가양동),,어린이보호,1,200,,30,Aug.11,042-251-4175,36.3401557,127.4459934,2020.3.5
대전광역시 동구,대전광역시 동구 동대전로321번길 18(가양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3489107,127.4421958,2020.3.5
대전광역시 동구,대전광역시 동구 가양남로33번길 12(가양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3392349,127.4449446,2020.3.5
대전광역시 동구,대전광역시 동구 계족로457번길 53(용전동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3526928,127.4292571,2020.3.5
대전광역시 동구,대전광역시 동구 옛신탄진로 15(삼성동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.342153,127.4250516,2020.3.5
대전광역시 동구,대전광역시 동구 미화2길 9(소제동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3371137,127.4405533,2020.3.5
대전광역시 동구,대전광역시 동구 옻밭2길 8(신흥동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3222992,127.4456263,2020.3.5
대전광역시 동구,대전광역시 동구 솔랑2길 3(삼성동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3378491,127.4333555,2020.3.5
대전광역시 동구,대전광역시 동구 대흥로206번길 46(인동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3244152,127.4353066,2020.3.5
대전광역시 동구,대전광역시 동구 새둑길 172(소제동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3349548,127.4366212,2020.3.5
대전광역시 동구,대전광역시 동구 미래길 83(소제동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3338361,127.4411546,2020.3.5
대전광역시 동구,대전광역시 동구 우암로50번길 43(삼성동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.334213,127.4259424,2020.3.5
대전광역시 동구,대전광역시 동구 충정로90번길 26(가양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3462458,127.4529149,2020.3.5
대전광역시 동구,대전광역시 동구 동대전로284번길 85(가양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3482279,127.4494683,2020.3.5
대전광역시 동구,대전광역시 동구 백룡로5번길 179(자양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3431175,127.4510903,2020.3.5
대전광역시 동구,대전광역시 동구 대학로 62-36(용운동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3365379,127.4574671,2020.3.5
대전광역시 동구,대전광역시 동구 용운로125번길 72(용운동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3293841,127.4592345,2020.3.5
대전광역시 동구,대전광역시 동구 용운로125번길 20(용운동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3284066,127.4569549,2020.3.5
대전광역시 동구,대전광역시 동구 용운로205번길 74(용운동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3296918,127.4655409,2020.3.5
대전광역시 동구,,대전광역시 동구 천동 12-7,생활방범,1,200,,30,Oct.11,042-251-4175,36.3179286,127.4463276,2020.3.5
대전광역시 동구,,대전광역시 동구 비룡동 249-1,생활방범,1,200,,30,Oct.11,042-251-4175,36.3502927,127.4751905,2020.3.5
대전광역시 동구,대전광역시 동구 계족로417번길 38-11(홍도동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3496795,127.4297903,2020.3.5
대전광역시 동구,대전광역시 동구 계족로358번길 100(가양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3439617,127.4394494,2020.3.5
대전광역시 동구,대전광역시 동구 대봉길 34(대동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.32900974,127.4484476,2020.3.5
대전광역시 동구,대전광역시 동구 새울로 102-15(용운동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3272436,127.4626147,2020.3.5
대전광역시 동구,대전광역시 동구 동서대로1678번길 17(성남동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.34811776,127.4369003,2020.3.5
대전광역시 동구,대전광역시 동구 계족로437번길 32(용전동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3512219,127.4304375,2020.3.5
대전광역시 동구,,대전광역시 동구 삼성동 478,생활방범,1,200,,30,Oct.11,042-251-4175,36.3415428,127.4228179,2020.3.5
대전광역시 동구,대전광역시 동구 계족로446번길 19(용전동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3513496,127.4336686,2020.3.5
대전광역시 동구,대전광역시 동구 옛신탄진로81번길 20(홍도동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3473043,127.420905,2020.3.5
대전광역시 동구,,대전광역시 동구 홍도동 142-4,생활방범,1,200,,30,Oct.11,042-251-4175,36.3444331,127.4220464,2020.3.5
대전광역시 동구,대전광역시 동구 가양로132번길 26(가양동),,생활방범,1,200,,30,Oct.11,042-251-4175,36.3481346,127.4427451,2020.3.5
대전광역시 동구,,대전광역시 동구 가양동 652-4,생활방범,1,200,,30,Nov.11,042-251-4175,36.3443733,127.4499036,2020.3.5
대전광역시 동구,,대전광역시 동구 용운동 284-1,생활방범,1,200,,30,Nov.11,042-251-4175,36.3295924,127.4613642,2020.3.5
대전광역시 동구,,대전광역시 동구 용운동 377-7,생활방범,1,200,,30,Nov.11,042-251-4175,36.3259067,127.4603409,2020.3.5
대전광역시 동구,,대전광역시 동구 자양동 94-6,생활방범,1,200,,30,Nov.11,042-251-4175,36.3364629,127.4494323,2020.3.5
대전광역시 동구,,대전광역시 동구 자양동 111-5,생활방범,1,200,,30,Nov.11,042-251-4175,36.3329949,127.4511684,2020.3.5
대전광역시 동구,,대전광역시 동구 대 동 1-916,생활방범,1,200,,30,Nov.11,042-251-4175,36.3325385,127.4513381,2020.3.5
대전광역시 동구,,대전광역시 동구 판암동 205,생활방범,1,200,,30,Nov.11,042-251-4175,36.3165535,127.4629047,2020.3.5
대전광역시 동구,,대전광역시 동구 판암동 산 10-3,생활방범,1,200,,30,Nov.11,042-251-4175,36.31804513,127.4529861,2020.3.5
대전광역시 동구,,대전광역시 동구 판암동 산 10-3,생활방범,1,200,,30,Nov.11,042-251-4175,36.31804513,127.4529861,2020.3.5
대전광역시 동구,,대전광역시 동구 낭월동 362,생활방범,1,200,,30,Nov.11,042-251-4175,36.2818745,127.4661594,2020.3.5
대전광역시 동구,,대전광역시 동구 낭월동 492,생활방범,1,200,,30,Nov.11,042-251-4175,36.2784813,127.4650211,2020.3.5
대전광역시 동구,,대전광역시 동구 낭월동 642,생활방범,1,200,,30,Nov.11,042-251-4175,36.2784883,127.4699006,2020.3.5
대전광역시 동구,,대전광역시 동구 낭월동 566,생활방범,1,200,,30,Nov.11,042-251-4175,36.2791342,127.4667683,2020.3.5
대전광역시 동구,,대전광역시 동구 천 동 527,생활방범,1,200,,30,Nov.11,042-251-4175,36.3150808,127.4478159,2020.3.5
대전광역시 동구,,대전광역시 동구 천 동 527,생활방범,1,200,,30,Nov.11,042-251-4175,36.3151889,127.4475262,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 473,생활방범,1,200,,30,Nov.11,042-251-4175,36.3103642,127.4560212,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 411,생활방범,1,200,,30,Nov.11,042-251-4175,36.3039922,127.4593873,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 558,생활방범,1,200,,30,Nov.11,042-251-4175,36.3059938,127.4578612,2020.3.5
대전광역시 동구,대전광역시 동구 계족로424번길 19(용전동 141-17),,생활방범,1,200,,30,Jun.12,042-251-4175,36.349642,127.4334009,2020.3.5
대전광역시 동구,대전광역시 동구 한밭대로1254번길 24(용전동 122-14),,생활방범,1,200,,30,Jun.12,042-251-4175,36.355155,127.4348188,2020.3.5
대전광역시 동구,대전광역시 동구 한밭대로1254번길 45(용전동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3541266,127.4351682,2020.3.5
대전광역시 동구,대전광역시 동구 대전로1020번길 40-14(홍도동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.347586,127.4202724,2020.3.5
대전광역시 동구,대전광역시 동구 한남로8번길 14-2(홍도동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3519543,127.4275376,2020.3.5
대전광역시 동구,대전광역시 동구 합내로 70(가양동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3491962,127.4402352,2020.3.5
대전광역시 동구,대전광역시 동구 동대전로283번길 42(가양동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3452082,127.4429574,2020.3.5
대전광역시 동구,대전광역시 동구 성동로7번길 35(자양동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3384076,127.4514418,2020.3.5
대전광역시 동구,대전광역시 동구 백룡로11번길 108(자양동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3404366,127.4508138,2020.3.5
대전광역시 동구,대전광역시 동구 옻밭3길 77(신흥동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3215708,127.4479159,2020.3.5
대전광역시 동구,대전광역시 동구 대전로 701-9(인동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3224148,127.4367695,2020.3.5
대전광역시 동구,대전광역시 동구 천동초등3길 10(천동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3177424,127.4440205,2020.3.5
대전광역시 동구,대전광역시 동구 계족로 20(효동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3165372,127.4418798,2020.3.5
대전광역시 동구,대전광역시 동구 동구청로204번길 30(판암동),,생활방범,2,200,,30,Jun.12,042-251-4175,36.3156828,127.4581327,2020.3.5
대전광역시 동구,대전광역시 동구 새울로81번길 36-23(용운동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3256982,127.4591858,2020.3.5
대전광역시 동구,대전광역시 동구 새울로68번길 33-20(용운동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3250408,127.4647478,2020.3.5
대전광역시 동구,대전광역시 동구 산서로 1656(대별동),,생활방범,2,200,,30,Jun.12,042-251-4175,36.2892665,127.4620125,2020.3.5
대전광역시 동구,대전광역시 동구 산내로1257번길 80(낭월동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.2771451,127.4657332,2020.3.5
대전광역시 동구,대전광역시 동구 산서로 1091(장척동),,생활방범,2,200,,30,Jun.12,042-251-4175,36.255553,127.4355816,2020.3.5
대전광역시 동구,대전광역시 동구 삼성시장1길 43(삼성동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3368456,127.430778,2020.3.5
대전광역시 동구,대전광역시 동구 옻밭1길 19(신흥동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3216114,127.4465298,2020.3.5
대전광역시 동구,대전광역시 동구 용대길 2(신흥동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3235201,127.4467103,2020.3.5
대전광역시 동구,대전광역시 동구 한남로67번길 119(홍도동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3476458,127.4227611,2020.3.5
대전광역시 동구,대전광역시 동구 계족로409번길 20-3(홍도동),,생활방범,1,200,,30,Jun.12,042-251-4175,36.3483125,127.4306699,2020.3.5
대전광역시 동구,대전광역시 동구 동대전로 313(가양동),,차량방범,4,200,,30,Jun.12,042-251-4175,36.3485417,127.4432848,2020.3.5
대전광역시 동구,,대전광역시 동구 판암동 679-2,차량방범,2,200,,30,Jun.12,042-251-4175,36.3178903,127.4667173,2020.3.5
대전광역시 동구,대전광역시 동구 동구청로 206(판암동),,어린이보호,1,200,,30,Jun.12,042-251-4175,36.3161652,127.4568111,2020.3.5
대전광역시 동구,대전광역시 동구 동부로 55-33(판암동),,어린이보호,1,200,,30,Jun.12,042-251-4175,36.3227713,127.4569743,2020.3.5
대전광역시 동구,대전광역시 동구 대학로 61-4(용운동),,어린이보호,1,200,,30,Jun.12,042-251-4175,36.3355739,127.4562595,2020.3.5
대전광역시 동구,대전광역시 동구 새울로 147-16(용운동),,어린이보호,1,200,,30,Jun.12,042-251-4175,36.3318224,127.4633643,2020.3.5
대전광역시 동구,대전광역시 동구 용운로164번길 56(용운동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3253365,127.4604103,2020.3.5
대전광역시 동구,대전광역시 동구 동서대로1653번길 111(용전동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3531544,127.4335297,2020.3.5
대전광역시 동구,대전광역시 동구 계족로451번길 20-2(용전동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3521087,127.4313792,2020.3.5
대전광역시 동구,대전광역시 동구 계족로417번길 49(홍도동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3488925,127.4293682,2020.3.5
대전광역시 동구,대전광역시 동구 홍도로33번길 47-2(홍도동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3492273,127.427015,2020.3.5
대전광역시 동구,대전광역시 동구 합내로 48(가양동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3473241,127.4405662,2020.3.5
대전광역시 동구,대전광역시 동구 백룡로5번길 143(자양동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3422239,127.4506588,2020.3.5
대전광역시 동구,대전광역시 동구 비래서로42번길 79(가양동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.350665,127.4473038,2020.3.5
대전광역시 동구,,대전광역시 동구 삼성동 150-24,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3394051,127.4338038,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 176-1,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3084395,127.4563782,2020.3.5
대전광역시 동구,대전광역시 동구 은어송로 111(가오동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3096034,127.4595115,2020.3.5
대전광역시 동구,대전광역시 동구 대전로542번길 24(천동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3126753,127.4463205,2020.3.5
대전광역시 동구,대전광역시 동구 흥룡로65번길 36(가양동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3511042,127.4487075,2020.3.5
대전광역시 동구,대전광역시 동구 고니4길 42(자양동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3322065,127.4430691,2020.3.5
대전광역시 동구,대전광역시 동구 태전로 148-25(삼성동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3418749,127.4215538,2020.3.5
대전광역시 동구,대전광역시 동구 옥천로176번길 28(판암동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.3157913,127.4594543,2020.3.5
대전광역시 동구,대전광역시 동구 산내로 1272-59(낭월동),,어린이보호,1,200,,30,Jul.12,042-251-4175,36.27932792,127.4713587,2020.3.5
대전광역시 동구,대전광역시 동구 새울로68번길 23-23(용운동),,생활방범,1,200,,30,Jul.12,042-251-4175,36.3253166,127.4639968,2020.3.5
대전광역시 동구,대전광역시 동구 새울로68번길 23-23(용운동),,생활방범,1,200,,30,Jul.12,042-251-4175,36.3253166,127.4639968,2020.3.5
대전광역시 동구,대전광역시 동구 대청호수로545번길 1(추동),,생활방범,1,200,,30,Jul.12,042-251-4175,36.3717908,127.4756233,2020.3.5
대전광역시 동구,대전광역시 동구 대청호수로545번길 1(추동),,생활방범,1,200,,30,Jul.12,042-251-4175,36.3717908,127.4756873,2020.3.5
대전광역시 동구,,대전광역시 동구 용전동 산 2-6,생활방범,1,200,,30,Jul.12,042-251-4175,36.3577289,127.4361028,2020.3.5
대전광역시 동구,,대전광역시 동구 용전동 산 2-6,생활방범,1,200,,30,Jul.12,042-251-4175,36.3571413,127.4377496,2020.3.5
대전광역시 동구,대전광역시 동구 계족로489번길 35(용전동),,생활방범,1,200,,30,Jul.12,042-251-4175,36.3554953,127.4306617,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 587,생활방범,1,200,,30,Jul.12,042-251-4175,36.3075673,127.4550153,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 587,생활방범,1,200,,30,Jul.12,042-251-4175,36.3071264,127.4554123,2020.3.5
대전광역시 동구,,대전광역시 동구 가오동 284-8,생활방범,1,200,,30,Jul.12,042-251-4175,36.3060689,127.4591884,2020.3.5
